name,val_loss,val_accuracy,loss,accuracy,runtime,build_fn_params.hidden_activation,build_fn_params.loss,build_fn_params.optimizer,build_fn_params.output_activation,dataset_params.batch_size,dataset_params.color_mode,dataset_params.crop_to_aspect_ratio,dataset_params.image_size.0,dataset_params.image_size.1,dataset_params.interpolation,dataset_params.label_mode,early_stopping_params.patience,fit_params.epochs,lr
crease_rambling,0.321665495634079,0.8660714030265808,0.29255056381225586,0.8724831938743591,2023-10-27 21:17:39,swish,binary_crossentropy,adam,sigmoid,64,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
tumbling_footwork,0.3222751021385193,0.8660714030265808,0.21824617683887482,0.9149888157844543,2023-10-29 08:34:37,swish,binary_crossentropy,adam,sigmoid,64,rgb,False,128,128,bilinear,binary,50,10000000000,0.001
unvalued_sprout,0.3239622116088867,0.875,0.21907171607017517,0.9116331338882446,2023-10-29 14:21:43,relu,binary_crossentropy,adam,sigmoid,128,rgb,False,64,64,bilinear,binary,50,10000000000,0.001
refresh_yearling,0.3239765167236328,0.8839285969734192,0.27460235357284546,0.8881431818008423,2023-10-27 14:03:44,relu,binary_crossentropy,adam,sigmoid,32,grayscale,False,32,32,bilinear,binary,50,10000000000,
debrief_subway,0.3243522644042969,0.8683035969734192,0.29580381512641907,0.8758389353752136,2023-10-29 22:57:41,swish,binary_crossentropy,adam,sigmoid,32,rgb,False,32,32,bilinear,binary,50,10000000000,
used_sizzling,0.3251016438007355,0.875,0.3066907823085785,0.8758389353752136,2023-10-29 04:44:48,swish,binary_crossentropy,adam,sigmoid,64,grayscale,False,64,64,bilinear,binary,50,10000000000,0.001
definite_growing,0.32589054107666016,0.8526785969734192,0.27089324593544006,0.8926174640655518,2023-10-30 12:53:48,swish,binary_crossentropy,adam,sigmoid,128,rgb,False,32,32,bilinear,binary,50,10000000000,
directory_graveness,0.3282400071620941,0.8794642686843872,0.20370890200138092,0.9172259569168091,2023-10-30 03:00:43,relu,binary_crossentropy,adam,sigmoid,64,grayscale,False,64,64,bilinear,binary,50,10000000000,
patience_flagship,0.3310619294643402,0.84375,0.20533479750156403,0.9239373803138733,2023-10-28 23:40:17,relu,binary_crossentropy,adam,sigmoid,32,grayscale,False,256,256,bilinear,binary,50,10000000000,0.001
frosty_shorthand,0.3313359320163727,0.875,0.33692222833633423,0.8573825359344482,2023-10-27 21:11:09,relu,binary_crossentropy,adam,sigmoid,64,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
aorta_departure,0.3325324058532715,0.875,0.22847124934196472,0.9015659689903259,2023-10-30 05:49:42,selu,binary_crossentropy,adam,sigmoid,64,rgb,False,32,32,bilinear,binary,50,10000000000,
scoundrel_curse,0.3358769416809082,0.8683035969734192,0.16553911566734314,0.9390380382537842,2023-10-28 00:36:03,relu,binary_crossentropy,adam,sigmoid,64,rgb,False,32,32,bilinear,binary,50,10000000000,0.001
robbing_coherent,0.33891192078590393,0.859375,0.2922370433807373,0.8859060406684875,2023-10-28 04:40:59,swish,binary_crossentropy,adam,sigmoid,128,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
puritan_scapegoat,0.3400476276874542,0.8549107313156128,0.3060763478279114,0.8736017942428589,2023-10-28 22:24:21,swish,binary_crossentropy,adam,sigmoid,32,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
buffing_ribcage,0.3415556848049164,0.8482142686843872,0.18100816011428833,0.9256151914596558,2023-10-29 04:21:29,relu,binary_crossentropy,adam,sigmoid,64,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
false_wifi,0.34316200017929077,0.8660714030265808,0.27120691537857056,0.891498863697052,2023-10-28 04:32:08,relu,binary_crossentropy,adam,sigmoid,128,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
dexterity_nerd,0.345688134431839,0.8638392686843872,0.2907944321632385,0.8926174640655518,2023-10-30 07:26:16,relu,binary_crossentropy,adam,sigmoid,64,rgb,False,256,256,bilinear,binary,50,10000000000,
agnostic_stuffed,0.34638699889183044,0.8415178656578064,0.23683211207389832,0.9054809808731079,2023-10-29 07:56:03,swish,binary_crossentropy,adam,sigmoid,64,rgb,False,64,64,bilinear,binary,50,10000000000,0.001
postwar_humvee,0.3465287983417511,0.8616071343421936,0.27210092544555664,0.8836688995361328,2023-10-27 17:57:53,swish,binary_crossentropy,adam,sigmoid,32,rgb,False,32,32,bilinear,binary,50,10000000000,0.001
stung_savings,0.34888121485710144,0.8482142686843872,0.3080647885799408,0.8708053827285767,2023-10-29 19:32:36,swish,binary_crossentropy,adam,sigmoid,32,grayscale,False,32,32,bilinear,binary,50,10000000000,
quicken_coherence,0.35063979029655457,0.8638392686843872,0.16329559683799744,0.9496644139289856,2023-10-29 14:28:41,selu,binary_crossentropy,adam,sigmoid,128,rgb,False,64,64,bilinear,binary,50,10000000000,0.001
upper_finishing,0.3527136445045471,0.8794642686843872,0.1845370978116989,0.9317673444747925,2023-10-30 14:01:17,swish,binary_crossentropy,adam,sigmoid,128,rgb,False,128,128,bilinear,binary,50,10000000000,
level_dazzler,0.35286667943000793,0.8415178656578064,0.2378048300743103,0.8948546051979065,2023-10-29 23:03:55,relu,binary_crossentropy,adam,sigmoid,32,rgb,False,64,64,bilinear,binary,50,10000000000,
luridness_tiny,0.35292601585388184,0.8616071343421936,0.21030445396900177,0.9166666865348816,2023-10-27 18:11:49,swish,binary_crossentropy,adam,sigmoid,32,rgb,False,64,64,bilinear,binary,50,10000000000,0.001
plastic_bonnet,0.35300564765930176,0.8482142686843872,0.0837683454155922,0.9899328947067261,2023-10-30 15:49:49,selu,binary_crossentropy,adam,sigmoid,128,rgb,False,256,256,bilinear,binary,50,10000000000,
contents_oyster,0.35572150349617004,0.8705357313156128,0.2094310075044632,0.9177852272987366,2023-10-29 14:35:36,swish,binary_crossentropy,adam,sigmoid,128,rgb,False,64,64,bilinear,binary,50,10000000000,0.001
shown_exert,0.35625800490379333,0.8526785969734192,0.21333593130111694,0.9211409687995911,2023-10-28 22:36:57,swish,binary_crossentropy,adam,sigmoid,32,grayscale,False,64,64,bilinear,binary,50,10000000000,0.001
stump_penpal,0.3580479025840759,0.859375,0.27267175912857056,0.8909395933151245,2023-10-29 10:52:05,swish,binary_crossentropy,adam,sigmoid,128,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
unhearing_jury,0.35900476574897766,0.8571428656578064,0.21738265454769135,0.9105145335197449,2023-10-30 05:55:49,swish,binary_crossentropy,adam,sigmoid,64,rgb,False,32,32,bilinear,binary,50,10000000000,
bleak_aqua,0.36036252975463867,0.8549107313156128,0.19566522538661957,0.926174521446228,2023-10-27 21:35:18,swish,binary_crossentropy,adam,sigmoid,64,grayscale,False,64,64,bilinear,binary,50,10000000000,0.001
iphone_crewless,0.3613443970680237,0.8392857313156128,0.17727088928222656,0.9502236843109131,2023-10-30 06:32:45,selu,binary_crossentropy,adam,sigmoid,64,rgb,False,128,128,bilinear,binary,50,10000000000,
grazing_kinsman,0.36452823877334595,0.8482142686843872,0.16025519371032715,0.9563758373260498,2023-10-30 13:39:40,selu,binary_crossentropy,adam,sigmoid,128,rgb,False,128,128,bilinear,binary,50,10000000000,
fervor_sliceable,0.3647179901599884,0.8616071343421936,0.2569979727268219,0.895413875579834,2023-10-28 22:19:49,relu,binary_crossentropy,adam,sigmoid,32,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
capacity_pentagram,0.3647642731666565,0.859375,0.21780827641487122,0.9149888157844543,2023-10-30 12:47:19,selu,binary_crossentropy,adam,sigmoid,128,rgb,False,32,32,bilinear,binary,50,10000000000,
tiptoeing_uncloak,0.364799827337265,0.828125,0.18749895691871643,0.9435123205184937,2023-10-30 10:00:21,selu,binary_crossentropy,adam,sigmoid,128,grayscale,False,128,128,bilinear,binary,50,10000000000,
anime_reabsorb,0.3669815957546234,0.8348214030265808,0.21029262244701385,0.9189038276672363,2023-10-27 15:12:25,selu,binary_crossentropy,adam,sigmoid,32,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
ending_contrite,0.36811563372612,0.84375,0.06216778606176376,0.994966447353363,2023-10-30 08:13:07,selu,binary_crossentropy,adam,sigmoid,64,rgb,False,256,256,bilinear,binary,50,10000000000,
opulently_energy,0.3683640658855438,0.84375,0.21575547754764557,0.9138702750205994,2023-10-29 15:26:09,swish,binary_crossentropy,adam,sigmoid,128,rgb,False,128,128,bilinear,binary,50,10000000000,0.001
upward_jolly,0.3697858154773712,0.8504464030265808,0.26629382371902466,0.8825503587722778,2023-10-29 04:24:44,selu,binary_crossentropy,adam,sigmoid,64,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
outward_fervor,0.3718577027320862,0.8303571343421936,0.20583581924438477,0.922259509563446,2023-10-30 06:05:17,selu,binary_crossentropy,adam,sigmoid,64,rgb,False,64,64,bilinear,binary,50,10000000000,
crescent_harbor,0.37226375937461853,0.8571428656578064,0.29951202869415283,0.8752796649932861,2023-10-30 06:10:26,swish,binary_crossentropy,adam,sigmoid,64,rgb,False,64,64,bilinear,binary,50,10000000000,
subsector_sandbank,0.37390920519828796,0.8415178656578064,0.30909618735313416,0.8674496412277222,2023-10-30 09:10:20,selu,binary_crossentropy,adam,sigmoid,128,grayscale,False,32,32,bilinear,binary,50,10000000000,
slapstick_crummy,0.37475910782814026,0.8370535969734192,0.27940037846565247,0.8831096291542053,2023-10-27 21:08:03,swish,binary_crossentropy,adam,sigmoid,32,rgb,False,256,256,bilinear,binary,50,10000000000,0.001
crushable_udder,0.37593963742256165,0.8348214030265808,0.25959259271621704,0.9021252989768982,2023-10-30 12:59:21,relu,binary_crossentropy,adam,sigmoid,128,rgb,False,64,64,bilinear,binary,50,10000000000,
granny_annually,0.3762328028678894,0.8348214030265808,0.36114612221717834,0.8350111842155457,2023-10-29 04:27:38,swish,binary_crossentropy,adam,sigmoid,64,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
pusher_thirsting,0.37715664505958557,0.8303571343421936,0.2674791216850281,0.8898210525512695,2023-10-27 15:09:57,relu,binary_crossentropy,adam,sigmoid,32,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
viewing_greeter,0.377230167388916,0.8660714030265808,0.28133106231689453,0.890380322933197,2023-10-29 23:09:21,selu,binary_crossentropy,adam,sigmoid,32,rgb,False,64,64,bilinear,binary,50,10000000000,
cobweb_jogging,0.37848368287086487,0.8526785969734192,0.09212951362133026,0.9787471890449524,2023-10-29 05:06:34,selu,binary_crossentropy,adam,sigmoid,64,grayscale,False,128,128,bilinear,binary,50,10000000000,0.001
pantyhose_diagnoses,0.37849822640419006,0.8370535969734192,0.20336292684078217,0.9217002391815186,2023-10-29 22:53:23,selu,binary_crossentropy,adam,sigmoid,32,rgb,False,32,32,bilinear,binary,50,10000000000,
cupped_suffering,0.3795695900917053,0.84375,0.23359370231628418,0.9161073565483093,2023-10-30 03:05:50,selu,binary_crossentropy,adam,sigmoid,64,grayscale,False,64,64,bilinear,binary,50,10000000000,
decal_ongoing,0.38182488083839417,0.8459821343421936,0.24266710877418518,0.8970917463302612,2023-10-27 17:54:44,selu,binary_crossentropy,adam,sigmoid,32,rgb,False,32,32,bilinear,binary,50,10000000000,0.001
sinner_atop,0.38211360573768616,0.84375,0.3063930571079254,0.8691275119781494,2023-10-28 00:44:03,swish,binary_crossentropy,adam,sigmoid,64,rgb,False,32,32,bilinear,binary,50,10000000000,0.001
thyself_dedicate,0.38235777616500854,0.8370535969734192,0.2713615596294403,0.8909395933151245,2023-10-29 11:21:36,relu,binary_crossentropy,adam,sigmoid,128,grayscale,False,128,128,bilinear,binary,50,10000000000,0.001
caboose_showman,0.3832955062389374,0.8303571343421936,0.2611114978790283,0.896532416343689,2023-10-29 04:55:44,relu,binary_crossentropy,adam,sigmoid,64,grayscale,False,128,128,bilinear,binary,50,10000000000,0.001
gully_childcare,0.38332828879356384,0.8325892686843872,0.30414819717407227,0.8763982057571411,2023-10-30 02:47:38,selu,binary_crossentropy,adam,sigmoid,64,grayscale,False,32,32,bilinear,binary,50,10000000000,
overfull_caramel,0.38388919830322266,0.84375,0.3205469846725464,0.8668903708457947,2023-10-27 15:15:03,swish,binary_crossentropy,adam,sigmoid,32,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
grill_rift,0.38433822989463806,0.8348214030265808,0.31755608320236206,0.8685682415962219,2023-10-29 19:26:50,relu,binary_crossentropy,adam,sigmoid,32,grayscale,False,32,32,bilinear,binary,50,10000000000,
retriever_violator,0.38659244775772095,0.8370535969734192,0.1807897388935089,0.9395973086357117,2023-10-27 21:47:57,relu,binary_crossentropy,adam,sigmoid,64,grayscale,False,128,128,bilinear,binary,50,10000000000,0.001
disclose_cupbearer,0.38768115639686584,0.8258928656578064,0.23514270782470703,0.9144295454025269,2023-10-30 00:46:35,relu,binary_crossentropy,adam,sigmoid,32,rgb,False,256,256,bilinear,binary,50,10000000000,
daunting_prissy,0.3903163969516754,0.8325892686843872,0.30874037742614746,0.8741610646247864,2023-10-28 04:35:46,selu,binary_crossentropy,adam,sigmoid,128,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
cackle_untwist,0.39111608266830444,0.8370535969734192,0.2013353854417801,0.9244966506958008,2023-10-29 14:08:13,selu,binary_crossentropy,adam,sigmoid,128,rgb,False,32,32,bilinear,binary,50,10000000000,0.001
hurricane_decline,0.3913586735725403,0.8459821343421936,0.25742408633232117,0.8970917463302612,2023-10-28 23:07:41,swish,binary_crossentropy,adam,sigmoid,32,grayscale,False,128,128,bilinear,binary,50,10000000000,0.001
unworthy_freebie,0.39304569363594055,0.8325892686843872,0.3270758092403412,0.8652125000953674,2023-10-30 02:41:16,swish,binary_crossentropy,adam,sigmoid,32,rgb,False,256,256,bilinear,binary,50,10000000000,
knoll_blazing,0.393368661403656,0.8236607313156128,0.2466941624879837,0.9032438397407532,2023-10-30 02:53:45,swish,binary_crossentropy,adam,sigmoid,64,grayscale,False,32,32,bilinear,binary,50,10000000000,
kerosene_gatherer,0.39374569058418274,0.8325892686843872,0.26769569516181946,0.8982102870941162,2023-10-29 18:20:07,swish,binary_crossentropy,adam,sigmoid,128,rgb,False,256,256,bilinear,binary,50,10000000000,0.001
hangout_drowsily,0.39404281973838806,0.8370535969734192,0.33416110277175903,0.8573825359344482,2023-10-30 09:07:41,relu,binary_crossentropy,adam,sigmoid,128,grayscale,False,32,32,bilinear,binary,50,10000000000,
fancy_jackal,0.397108256816864,0.8348214030265808,0.17195849120616913,0.9373601675033569,2023-10-30 06:00:33,relu,binary_crossentropy,adam,sigmoid,64,rgb,False,64,64,bilinear,binary,50,10000000000,
crock_festivity,0.39770910143852234,0.8392857313156128,0.2977280616760254,0.8696867823600769,2023-10-29 14:14:43,swish,binary_crossentropy,adam,sigmoid,128,rgb,False,32,32,bilinear,binary,50,10000000000,0.001
squishier_crumpet,0.399292916059494,0.8482142686843872,0.20888212323188782,0.922259509563446,2023-10-30 17:17:55,swish,binary_crossentropy,adam,sigmoid,128,rgb,False,256,256,bilinear,binary,50,10000000000,
stereo_endocrine,0.39952656626701355,0.8236607313156128,0.3047066926956177,0.8747203350067139,2023-10-29 19:29:23,selu,binary_crossentropy,adam,sigmoid,32,grayscale,False,32,32,bilinear,binary,50,10000000000,
tabloid_enticing,0.40050962567329407,0.8258928656578064,0.2218172401189804,0.9065995812416077,2023-10-27 21:27:32,selu,binary_crossentropy,adam,sigmoid,64,grayscale,False,64,64,bilinear,binary,50,10000000000,0.001
banker_hemlock,0.40080252289772034,0.8325892686843872,0.263144850730896,0.8998881578445435,2023-10-30 10:19:56,swish,binary_crossentropy,adam,sigmoid,128,grayscale,False,128,128,bilinear,binary,50,10000000000,
reattach_enunciate,0.40114471316337585,0.8258928656578064,0.25612956285476685,0.9133109450340271,2023-10-29 01:01:13,relu,binary_crossentropy,adam,sigmoid,32,rgb,False,32,32,bilinear,binary,50,10000000000,0.001
axis_cesspool,0.40213125944137573,0.8102678656578064,0.17229579389095306,0.9345637559890747,2023-10-29 01:31:43,relu,binary_crossentropy,adam,sigmoid,32,rgb,False,128,128,bilinear,binary,50,10000000000,0.001
footwork_repeater,0.40406423807144165,0.8147321343421936,0.3083439767360687,0.8797538876533508,2023-10-30 09:48:16,relu,binary_crossentropy,adam,sigmoid,128,grayscale,False,128,128,bilinear,binary,50,10000000000,
shock_entrap,0.40434709191322327,0.8325892686843872,0.2180042713880539,0.9127516746520996,2023-10-28 01:14:18,relu,binary_crossentropy,adam,sigmoid,64,rgb,False,128,128,bilinear,binary,50,10000000000,0.001
enduring_moonlike,0.4050048291683197,0.8169642686843872,0.2981780171394348,0.8831096291542053,2023-10-30 00:01:29,swish,binary_crossentropy,adam,sigmoid,32,rgb,False,128,128,bilinear,binary,50,10000000000,
demanding_argue,0.4055233299732208,0.828125,0.3135026693344116,0.8652125000953674,2023-10-27 21:13:43,selu,binary_crossentropy,adam,sigmoid,64,grayscale,False,32,32,bilinear,binary,50,10000000000,0.001
phobia_blame,0.40688571333885193,0.8214285969734192,0.2908696234226227,0.8724831938743591,2023-10-28 00:39:52,selu,binary_crossentropy,adam,sigmoid,64,rgb,False,32,32,bilinear,binary,50,10000000000,0.001
slam_granular,0.40694770216941833,0.8258928656578064,0.3307337760925293,0.8652125000953674,2023-10-28 22:28:05,relu,binary_crossentropy,adam,sigmoid,32,grayscale,False,64,64,bilinear,binary,50,10000000000,0.001
wolverine_headfirst,0.4079611003398895,0.8058035969734192,0.17537951469421387,0.9546979665756226,2023-10-29 09:13:25,relu,binary_crossentropy,adam,sigmoid,64,rgb,False,256,256,bilinear,binary,50,10000000000,0.001
emblem_disclose,0.40816137194633484,0.8214285969734192,0.23319634795188904,0.9177852272987366,2023-10-28 00:54:53,selu,binary_crossentropy,adam,sigmoid,64,rgb,False,64,64,bilinear,binary,50,10000000000,0.001
